UniProtIds,Genes,ProteinGroups,ProteinNames,ProteinDescriptions,Valid,Comparison (group1/group2),Condition Numerator,Condition Denominator,# of Ratios,Group,AVG Group Quantity Denominator,AVG Group Quantity Numerator,AVG Log2 Ratio,Absolute AVG Log2 Ratio,% Change,Ratio,Standard Deviation,Pvalue,Qvalue,Degrees Of Freedom,Standard Error,Organisms,Protein Coverage,Molecular Weight,GO Biological Process,GO Molecular Function,GO Cellular Component,Database,Protein Existence,Sequence Version,FASTAName,FASTAHeader,# Unique Total Peptides,# Unique Total EG.Id
Q9P2R7,SUCLA2,Q9P2R7,SUCB1_HUMAN,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",TRUE,M / MaN,M,MaN,55,Q9P2R7,125.66079711914,352.015655517578,1.49,1.49,180.13,2.80,0,2.51E-02,8.06E-02,54,0.364919481009384,Homo sapiens,0%,50317.26,"tricarboxylic acid cycle,succinyl-CoA metabolic process,succinate metabolic process,succinyl-CoA pathway","succinate-CoA ligase (ADP-forming) activity,protein binding,ATP binding,metal ion binding","mitochondrion,mitochondrial matrix,myelin sheath,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,">sp|Q9P2R7|SUCB1_HUMAN Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Homo sapiens GN=SUCLA2 PE=1 SV=3",28,34
Q9UBB4,ATXN10,Q9UBB4,ATX10_HUMAN,Ataxin-10,TRUE,M / MaN,M,MaN,10,Q9UBB4,16.0434799194335,25.4025859832763,0.66,0.66,58.34,1.58,0,3.49E-01,3.96E-01,9,0.516469596518499,Homo sapiens,0%,53488.75,"nervous system development,neuron projection development,cilium assembly,protein homotrimerization","protein binding,enzyme binding,identical protein binding","extracellular space,cytoplasm,cytosol,plasma membrane,membrane,dendrite,neuronal cell body,perinuclear region of cytoplasm",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UBB4|ATX10_HUMAN Ataxin-10 OS=Homo sapiens GN=ATXN10 PE=1 SV=1,25,36
Q9UBC5,MYO1A,Q9UBC5,MYO1A_HUMAN,Unconventional myosin-Ia,TRUE,M / MaN,M,MaN,80,Q9UBC5,861.359497070312,870.137512207031,0.01,0.01,1.02,1.01,0,1.03E-01,1.93E-01,79,0.247845528977168,Homo sapiens,0%,118400.61,"sensory perception of sound,microvillus assembly,vesicle localization","motor activity,calmodulin binding,ATP binding,actin filament binding","cytoplasm,microvillus,brush border,basal plasma membrane,basolateral plasma membrane,apical plasma membrane,lateral plasma membrane,myosin complex,cortical actin cytoskeleton,filamentous actin,plasma membrane raft",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UBC5|MYO1A_HUMAN Unconventional myosin-Ia OS=Homo sapiens GN=MYO1A PE=1 SV=1,35,40
Q9UBD6,RHCG,Q9UBD6,RHCG_HUMAN,Ammonium transporter Rh type C,TRUE,M / MaN,M,MaN,5,Q9UBD6,162.745468139648,40.4529037475585,-2.01,2.01,-75.14,0.25,0,1.37E-02,5.39E-02,4,0.669159367996046,Homo sapiens,0%,53178.95,"cellular ion homeostasis,regulation of pH,organic cation transport,ammonium transport,amine transport,nitrogen utilization,epithelial cell differentiation,homeostatic process,transepithelial ammonium transport,ammonium transmembrane transport","ammonium transmembrane transporter activity,ankyrin binding","plasma membrane,integral component of plasma membrane,basolateral plasma membrane,apical plasma membrane,cytoplasmic vesicle,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UBD6|RHCG_HUMAN Ammonium transporter Rh type C OS=Homo sapiens GN=RHCG PE=1 SV=1,3,4
Q9UBF2,COPG2,Q9UBF2,COPG2_HUMAN,Coatomer subunit gamma-2,TRUE,M / MaN,M,MaN,35,Q9UBF2,163.883483886718,111.68162536621,-0.55,0.55,-31.85,0.68,0,9.45E-01,6.38E-01,34,0.276682435014264,Homo sapiens,0%,97622.32,"intracellular protein transport,ER to Golgi vesicle-mediated transport,retrograde vesicle-mediated transport, Golgi to ER,intra-Golgi vesicle-mediated transport",structural molecule activity,"Golgi membrane,endoplasmic reticulum membrane,cytosol,COPI vesicle coat,transport vesicle",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UBF2|COPG2_HUMAN Coatomer subunit gamma-2 OS=Homo sapiens GN=COPG2 PE=1 SV=1,42,52
Q9UBI6,GNG12,Q9UBI6,GBG12_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,TRUE,M / MaN,M,MaN,15,Q9UBI6,66.1252975463867,58.746223449707,-0.17,0.17,-11.16,0.89,0,4.18E-01,4.39E-01,14,0.414686058238728,Homo sapiens,0%,8006.22,"signal transduction,G-protein coupled receptor signaling pathway,cerebral cortex development,response to lipopolysaccharide,cellular response to glucagon stimulus","signal transducer activity,PDZ domain binding,phosphate ion binding","heterotrimeric G-protein complex,actin filament,plasma membrane,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UBI6|GBG12_HUMAN Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Homo sapiens GN=GNG12 PE=1 SV=3,6,10
Q9UBM7,DHCR7,Q9UBM7,DHCR7_HUMAN,7-dehydrocholesterol reductase,TRUE,M / MaN,M,MaN,15,Q9UBM7,50.9232902526855,37.936164855957,-0.42,0.42,-25.50,0.74,0,6.21E-01,5.30E-01,14,0.612237458956581,Homo sapiens,0%,54489.43,"blood vessel development,cholesterol biosynthetic process,post-embryonic development,cell differentiation,lung development,cholesterol biosynthetic process via desmosterol,cholesterol biosynthetic process via lathosterol,multicellular organism growth,regulation of cell proliferation,regulation of cholesterol biosynthetic process,oxidation-reduction process","7-dehydrocholesterol reductase activity,NADP binding","nuclear outer membrane,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of endoplasmic reticulum membrane",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UBM7|DHCR7_HUMAN 7-dehydrocholesterol reductase OS=Homo sapiens GN=DHCR7 PE=1 SV=1,7,8
Q9UBQ5,EIF3K,Q9UBQ5,EIF3K_HUMAN,Eukaryotic translation initiation factor 3 subunit K,TRUE,M / MaN,M,MaN,15,Q9UBQ5,105.741783142089,75.3708038330078,-0.49,0.49,-28.72,0.71,0,8.38E-01,6.08E-01,14,0.511316183196512,Homo sapiens,0%,25059.66,"formation of translation preinitiation complex,translational initiation,regulation of translational initiation","protein binding,ribosome binding,translation initiation factor activity","nucleus,cytoplasm,cytosol,eukaryotic translation initiation factor 3 complex,membrane,eukaryotic 43S preinitiation complex,eukaryotic 48S preinitiation complex,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UBQ5|EIF3K_HUMAN Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens GN=EIF3K PE=1 SV=1,11,21
Q9UBX3,SLC25A10,Q9UBX3,DIC_HUMAN,Mitochondrial dicarboxylate carrier,TRUE,M / MaN,M,MaN,15,Q9UBX3,44.7736663818359,37.5719604492187,-0.25,0.25,-16.08,0.84,0,9.96E-01,6.47E-01,14,0.530209855332404,Homo sapiens,0%,31282.46,"gluconeogenesis,ion transport,dicarboxylic acid transport,mitochondrial transport,sulfide oxidation, using sulfide:quinone oxidoreductase","dicarboxylic acid transmembrane transporter activity,protein binding","nucleus,mitochondrial inner membrane,integral component of membrane",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UBX3|DIC_HUMAN Mitochondrial dicarboxylate carrier OS=Homo sapiens GN=SLC25A10 PE=1 SV=2,15,24
Q9UBX5,FBLN5,Q9UBX5,FBLN5_HUMAN,Fibulin-5,TRUE,M / MaN,M,MaN,40,Q9UBX5,1469.24108886718,1678.05639648437,0.19,0.19,14.21,1.14,0,1.54E-01,2.48E-01,39,0.363276211738311,Homo sapiens,0%,50180.48,"regulation of cell growth,cell-matrix adhesion,extracellular matrix organization,protein localization to cell surface,secretion,elastic fiber assembly,regulation of removal of superoxide radicals","integrin binding,calcium ion binding,protein binding,protein C-terminus binding,protein homodimerization activity","extracellular region,proteinaceous extracellular matrix,extracellular space,extracellular matrix,extracellular exosome,elastic fiber",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UBX5|FBLN5_HUMAN Fibulin-5 OS=Homo sapiens GN=FBLN5 PE=1 SV=1,9,10
Q9UBY9,HSPB7,Q9UBY9,HSPB7_HUMAN,Heat shock protein beta-7,TRUE,M / MaN,M,MaN,5,Q9UBY9,37.8854637145996,17.1765308380126,-1.14,1.14,-54.66,0.45,0,2.95E-01,3.63E-01,4,0.746385825014298,Homo sapiens,0%,18610.54,"response to unfolded protein,regulation of heart contraction","protein binding,protein C-terminus binding,filamin binding","nucleus,nucleoplasm,cytoplasm,mitochondrion,Cajal body,actin cytoskeleton,aggresome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UBY9|HSPB7_HUMAN Heat shock protein beta-7 OS=Homo sapiens GN=HSPB7 PE=1 SV=1,3,3
Q9UDW1,UQCR10,Q9UDW1,QCR9_HUMAN,Cytochrome b-c1 complex subunit 9,TRUE,M / MaN,M,MaN,10,Q9UDW1,102.218872070312,53.6991844177246,-0.93,0.93,-47.47,0.53,0,8.79E-01,6.24E-01,9,0.790983602957011,Homo sapiens,27%,7308.49,"mitochondrial electron transport, ubiquinol to cytochrome c,aerobic respiration,mitochondrial respiratory chain complex III assembly,hydrogen ion transmembrane transport",ubiquinol-cytochrome-c reductase activity,"mitochondrial inner membrane,mitochondrial respiratory chain complex III,extracellular exosome",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UDW1|QCR9_HUMAN Cytochrome b-c1 complex subunit 9 OS=Homo sapiens GN=UQCR10 PE=1 SV=3,2,3
Q9UDY2,TJP2,Q9UDY2,ZO2_HUMAN,Tight junction protein ZO-2,TRUE,M / MaN,M,MaN,25,Q9UDY2,681.031799316406,64.4957885742187,-3.40,3.40,-90.53,0.09,0,4.32E-01,4.45E-01,24,0.573486219482772,Homo sapiens,0%,133958.03,"hippo signaling,GMP metabolic process,GDP metabolic process,intestinal absorption,establishment of endothelial intestinal barrier,regulation of membrane permeability,cell-cell adhesion","guanylate kinase activity,protein binding,protein domain specific binding,protein binding, bridging,cadherin binding involved in cell-cell adhesion","nucleoplasm,cytoplasm,cytosol,plasma membrane,cell-cell adherens junction,bicellular tight junction,cell junction",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UDY2|ZO2_HUMAN Tight junction protein ZO-2 OS=Homo sapiens GN=TJP2 PE=1 SV=2,48,62
Q9UDY4,DNAJB4,Q9UDY4,DNJB4_HUMAN,DnaJ homolog subfamily B member 4,TRUE,M / MaN,M,MaN,15,Q9UDY4,34.518756866455,30.3264179229736,-0.19,0.19,-12.15,0.88,0,6.64E-01,5.48E-01,14,0.535153874991197,Homo sapiens,0%,37806.82,"protein folding,response to unfolded protein,response to heat","protein binding,unfolded protein binding,chaperone binding","nucleoplasm,cytoplasm,cytosol,plasma membrane,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UDY4|DNJB4_HUMAN DnaJ homolog subfamily B member 4 OS=Homo sapiens GN=DNAJB4 PE=1 SV=1,13,14
Q9UEY8,ADD3,Q9UEY8,ADDG_HUMAN,Gamma-adducin,TRUE,M / MaN,M,MaN,20,Q9UEY8,135.956512451171,74.0789413452148,-0.88,0.88,-45.51,0.54,0,4.27E-01,4.44E-01,19,0.411818755409115,Homo sapiens,0%,79154.64,"cytoskeleton organization,transmembrane transport","actin binding,structural constituent of cytoskeleton,calmodulin binding","condensed nuclear chromosome,nucleoplasm,cytoplasm,cytosol,cytoskeleton,plasma membrane,brush border,cell-cell junction,cell cortex,membrane",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UEY8|ADDG_HUMAN Gamma-adducin OS=Homo sapiens GN=ADD3 PE=1 SV=1,31,36
Q9UGI8,TES,Q9UGI8,TES_HUMAN,Testin,TRUE,M / MaN,M,MaN,30,Q9UGI8,195.630157470703,886.756774902343,2.18,2.18,353.28,4.53,0,9.10E-02,1.78E-01,29,0.40631503264271,Homo sapiens,0%,47996.4,"negative regulation of cell proliferation,cell-cell adhesion","protein binding,zinc ion binding,poly(A) RNA binding,cadherin binding involved in cell-cell adhesion","nucleus,cytoplasm,plasma membrane,cell-cell adherens junction,focal adhesion,cell junction,protein complex",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UGI8|TES_HUMAN Testin OS=Homo sapiens GN=TES PE=1 SV=1,33,47
Q9UGK3,STAP2,Q9UGK3,STAP2_HUMAN,Signal-transducing adaptor protein 2,TRUE,M / MaN,M,MaN,30,Q9UGK3,94.3946533203125,56.4616775512695,-0.74,0.74,-40.19,0.60,0,4.28E-02,1.12E-01,29,0.392694505308062,Homo sapiens,0%,44893.68,positive regulation of tyrosine phosphorylation of Stat3 protein,protein binding,"cytosol,plasma membrane",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UGK3|STAP2_HUMAN Signal-transducing adaptor protein 2 OS=Homo sapiens GN=STAP2 PE=1 SV=2,14,17
Q9UGM3,DMBT1,Q9UGM3,DMBT1_HUMAN,Deleted in malignant brain tumors 1 protein,TRUE,M / MaN,M,MaN,5,Q9UGM3,34.4355773925781,83.5536804199218,1.28,1.28,142.64,2.43,0,7.82E-02,1.64E-01,4,0.873887977483029,Homo sapiens,0%,260735.41,"pattern recognition receptor signaling pathway,receptor-mediated endocytosis,multicellular organism development,protein transport,epithelial cell differentiation,induction of bacterial agglutination,cellular protein metabolic process,innate immune response,defense response to virus","scavenger receptor activity,protein binding,signaling pattern recognition receptor activity,zymogen binding,calcium-dependent protein binding","extracellular region,extracellular space,cytoplasm,extrinsic component of membrane,phagocytic vesicle membrane,zymogen granule membrane,extracellular exosome",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UGM3|DMBT1_HUMAN Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2,10,10
Q9UH99,SUN2,Q9UH99,SUN2_HUMAN,SUN domain-containing protein 2,TRUE,M / MaN,M,MaN,25,Q9UH99,2536.75805664062,109.49323272705,-4.53,4.53,-95.68,0.04,0,3.12E-03,1.88E-02,24,0.539195230768666,Homo sapiens,0%,80310.92,"nuclear envelope organization,mitotic spindle organization,nuclear migration,positive regulation of cell migration,nuclear migration along microfilament,centrosome localization,cytoskeletal anchoring at nuclear membrane,nuclear matrix anchoring at nuclear membrane","protein binding,lamin binding,microtubule binding","nuclear chromosome, telomeric region,condensed nuclear chromosome,nuclear envelope,integral component of nuclear inner membrane,endosome membrane,nuclear membrane,LINC complex",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UH99|SUN2_HUMAN SUN domain-containing protein 2 OS=Homo sapiens GN=SUN2 PE=1 SV=3,20,28
Q9UHB6,LIMA1,Q9UHB6,LIMA1_HUMAN,LIM domain and actin-binding protein 1,TRUE,M / MaN,M,MaN,15,Q9UHB6,35.2239112854003,70.9602508544921,1.01,1.01,101.45,2.01,0,1.51E-01,2.46E-01,14,0.488820911791125,Homo sapiens,1.30%,85225.54,"negative regulation of actin filament depolymerization,ruffle organization,actin filament bundle assembly,cell-cell adhesion","actin monomer binding,zinc ion binding,actin filament binding,cadherin binding involved in cell-cell adhesion","stress fiber,cytoplasm,plasma membrane,brush border,cell-cell adherens junction,focal adhesion,actin cytoskeleton,cleavage furrow",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UHB6|LIMA1_HUMAN LIM domain and actin-binding protein 1 OS=Homo sapiens GN=LIMA1 PE=1 SV=1,53,80
Q9UHB9,SRP68,Q9UHB9,SRP68_HUMAN,Signal recognition particle subunit SRP68,TRUE,M / MaN,M,MaN,55,Q9UHB9,150.89468383789,236.723754882812,0.65,0.65,56.88,1.57,0,2.31E-01,3.19E-01,54,0.306920516845622,Homo sapiens,0%,70729.62,"SRP-dependent cotranslational protein targeting to membrane,response to drug,protein targeting to ER","signal recognition particle binding,protein binding,7S RNA binding,endoplasmic reticulum signal peptide binding,poly(A) RNA binding","nucleolus,cytoplasm,endoplasmic reticulum,signal recognition particle, endoplasmic reticulum targeting,cytosol,ribosome,focal adhesion",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UHB9|SRP68_HUMAN Signal recognition particle subunit SRP68 OS=Homo sapiens GN=SRP68 PE=1 SV=2,51,71
Q9UHD2,TBK1,Q9UHD2,TBK1_HUMAN,Serine/threonine-protein kinase TBK1,TRUE,M / MaN,M,MaN,5,Q9UHD2,183.347229003906,386.179870605468,1.07,1.07,110.63,2.11,0,9.81E-02,1.87E-01,4,1.06247184658991,Homo sapiens,0%,83642.12,"inflammatory response,I-kappaB kinase/NF-kappaB signaling,response to virus,negative regulation of gene expression,peptidyl-serine phosphorylation,negative regulation of type I interferon production,positive regulation of type I interferon production,type I interferon production,positive regulation of interferon-alpha production,positive regulation of interferon-beta production,positive regulation of peptidyl-serine phosphorylation,TRIF-dependent toll-like receptor signaling pathway,positive regulation of I-kappaB kinase/NF-kappaB signaling,dendritic cell proliferation,innate immune response,positive regulation of interferon-beta biosynthetic process,positive regulation of transcription from RNA polymerase II promoter,defense response to Gram-positive bacterium,defense response to virus,regulation of neuron death,positive regulation of xenophagy","nucleic acid binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,phosphoprotein binding","cytoplasm,cytosol,endosome membrane",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UHD2|TBK1_HUMAN Serine/threonine-protein kinase TBK1 OS=Homo sapiens GN=TBK1 PE=1 SV=1,23,28
Q9UHD8,SEPT9,Q9UHD8,SEPT9_HUMAN,Septin-9,TRUE,M / MaN,M,MaN,45,Q9UHD8,258.182708740234,299.715850830078,0.22,0.22,16.09,1.16,0,2.43E-01,3.29E-01,44,0.355106890147506,Homo sapiens,0%,65401.43,"cell cycle,protein heterooligomerization,cell division,cell-cell adhesion,positive regulation of nonmotile primary cilium assembly","GTPase activity,protein binding,GTP binding,cadherin binding involved in cell-cell adhesion","stress fiber,cytoplasm,microtubule,cell-cell adherens junction,axoneme,actin cytoskeleton,septin complex,perinuclear region of cytoplasm",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UHD8|SEPT9_HUMAN Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2,46,76
Q9UHQ9,CYB5R1,Q9UHQ9,NB5R1_HUMAN,NADH-cytochrome b5 reductase 1,TRUE,M / MaN,M,MaN,30,Q9UHQ9,136.670867919921,74.6257019042968,-0.87,0.87,-45.40,0.55,0,4.52E-02,1.13E-01,29,0.308337788301597,Homo sapiens,0%,34094.84,"platelet degranulation,biological_process,bicarbonate transport,sterol biosynthetic process,oxidation-reduction process,positive regulation of protein targeting to mitochondrion","molecular_function,cytochrome-b5 reductase activity, acting on NAD(P)H,FAD binding","mitochondrion,endoplasmic reticulum membrane,plasma membrane,membrane,integral component of membrane,platelet alpha granule membrane,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UHQ9|NB5R1_HUMAN NADH-cytochrome b5 reductase 1 OS=Homo sapiens GN=CYB5R1 PE=1 SV=1,21,28
Q9UI12,ATP6V1H,Q9UI12,VATH_HUMAN,V-type proton ATPase subunit H,TRUE,M / MaN,M,MaN,10,Q9UI12,39.1551818847656,43.7327003479003,0.16,0.16,11.69,1.12,0,6.43E-01,5.36E-01,9,0.639430041965857,Homo sapiens,0%,55883.07,"endocytosis,vacuolar acidification,insulin receptor signaling pathway,ATP hydrolysis coupled proton transport,viral process,regulation of macroautophagy,transferrin transport,ion transmembrane transport,regulation of defense response to virus by virus,regulation of catalytic activity,phagosome acidification","protein binding,enzyme regulator activity,proton-transporting ATPase activity, rotational mechanism,ATPase activity","vacuolar proton-transporting V-type ATPase, V1 domain,lysosomal membrane,cytosol,plasma membrane,extracellular exosome",sp,1,1,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UI12|VATH_HUMAN V-type proton ATPase subunit H OS=Homo sapiens GN=ATP6V1H PE=1 SV=1,24,32
Q9UIA9,XPO7,Q9UIA9,XPO7_HUMAN,Exportin-7,TRUE,M / MaN,M,MaN,70,Q9UIA9,137.809356689453,126.214714050292,-0.13,0.13,-8.41,0.92,0,8.99E-01,6.28E-01,69,0.259464993047446,Homo sapiens,0%,123907.38,"protein export from nucleus,mRNA transport","nuclear export signal receptor activity,Ran GTPase binding","nucleus,nuclear pore,cytoplasm",sp,1,3,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UIA9|XPO7_HUMAN Exportin-7 OS=Homo sapiens GN=XPO7 PE=1 SV=3,47,59
Q9UID3,VPS51,Q9UID3,VPS51_HUMAN,Vacuolar protein sorting-associated protein 51 homolog,TRUE,M / MaN,M,MaN,30,Q9UID3,39.3230552673339,141.249542236328,1.84,1.84,259.20,3.59,0,2.21E-05,2.99E-04,29,0.281015683335077,Homo sapiens,0%,86042.33,"lipid transport,autophagy,lysosomal transport,protein transport,endocytic recycling,retrograde transport, endosome to Golgi","molecular_function,protein binding","GARP complex,Golgi apparatus,cytosol,membrane,integral component of membrane,trans-Golgi network membrane,recycling endosome,EARP complex",sp,1,2,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UID3|VPS51_HUMAN Vacuolar protein sorting-associated protein 51 homolog OS=Homo sapiens GN=VPS51 PE=1 SV=2,17,23
Q9UJ70,NAGK,Q9UJ70,NAGK_HUMAN,N-acetyl-D-glucosamine kinase,TRUE,M / MaN,M,MaN,30,Q9UJ70,222.677413940429,92.9163208007812,-1.26,1.26,-58.27,0.42,0,1.08E-01,1.97E-01,29,0.381087248399748,Homo sapiens,13.40%,37375.67,"N-acetylglucosamine metabolic process,UDP-N-acetylglucosamine biosynthetic process,N-acetylmannosamine metabolic process,N-acetylneuraminate catabolic process,carbohydrate phosphorylation","protein binding,ATP binding,N-acylmannosamine kinase activity,N-acetylglucosamine kinase activity","cytosol,extracellular exosome",sp,1,4,uniprot_sprot_2015-08-28_HUMAN,>sp|Q9UJ70|NAGK_HUMAN N-acetyl-D-glucosamine kinase OS=Homo sapiens GN=NAGK PE=1 SV=4,19,24
